gauge_id;geol_1st_class;glim_1st_class_frac;geol_2nd_class;glim_2nd_class_frac;carbonate_rocks_frac;geol_porostiy;geol_permeability
04074950;Metamorphics;0.467018502255837;Basic volcanic rocks;0.318967144419434;0;0.0426;-13.4489
04105700;Siliciclastic sedimentary rocks;0.760538193119705;Mixed sedimentary rocks;0.239461806880295;0;0.1634;-15.6936
04115265;Siliciclastic sedimentary rocks;1;NA;0;0;0.1501;-15.9413
04122200;Siliciclastic sedimentary rocks;0.908354932486883;Carbonate sedimentary rocks;0.0916450675131171;0.0916450675131171;0.1287;-15.806
04122500;Siliciclastic sedimentary rocks;0.893355049028289;Carbonate sedimentary rocks;0.0896177522168549;0.0896177522168549;0.1479;-15.4606
04124000;Siliciclastic sedimentary rocks;0.601540766858586;Mixed sedimentary rocks;0.379684625269857;0.0187746078715571;0.1338;-16.1341
04127918;Carbonate sedimentary rocks;0.746355342696962;Siliciclastic sedimentary rocks;0.184819028166796;0.746355342696962;0.0752;-12.9921
04127997;Mixed sedimentary rocks;0.702763628915581;Carbonate sedimentary rocks;0.173302870800827;0.173302870800827;0.1117;-15.6474
04161580;Mixed sedimentary rocks;1;NA;0;0;0.12;-16.5
04185000;Siliciclastic sedimentary rocks;0.54339835231288;Mixed sedimentary rocks;0.45660164768712;0;0.1254;-16.4001
04196800;Carbonate sedimentary rocks;1;NA;0;1;0.06;-11.8
04197100;Siliciclastic sedimentary rocks;0.672442045613854;Carbonate sedimentary rocks;0.202901159447827;0.202901159447827;0.1161;-15.3924
04197170;Carbonate sedimentary rocks;0.756871055421064;Mixed sedimentary rocks;0.127442330278603;0.756871055421064;0.0746;-12.9427
04213000;Siliciclastic sedimentary rocks;1;NA;0;0;0.1779;-15.4256
04213075;Siliciclastic sedimentary rocks;1;NA;0;0;0.1513;-15.9184
04216418;Siliciclastic sedimentary rocks;0.989053228077678;Mixed sedimentary rocks;0.0059838397708922;0;0.1351;-16.2122
04221000;Siliciclastic sedimentary rocks;1;NA;0;0;0.1431;-16.0641
04224775;Siliciclastic sedimentary rocks;1;NA;0;0;0.1338;-16.2436
04233000;Siliciclastic sedimentary rocks;0.833838325747043;Mixed sedimentary rocks;0.166161674252957;0;0.1204;-16.4933
04256000;Metamorphics;0.808323502882156;Unconsolidated sediments;0.178433422116198;0;0.0475;-13.9037
04296000;Carbonate sedimentary rocks;0.664550340287313;Metamorphics;0.194729912849098;0.664550340287313;0.0512;-12.7163
05056000;Unconsolidated sediments;0.984864290467947;Siliciclastic sedimentary rocks;0.0109466967184578;0;0.1698;-13.5543
05057000;Unconsolidated sediments;0.973592738478195;Siliciclastic sedimentary rocks;0.0231940232313623;0;0.1678;-13.6233
05057200;Unconsolidated sediments;0.998473905116043;Water bodies;0.00152609488395686;0;0.1707;-13.5073
05062500;Acid plutonic rocks;0.596955879668718;Basic volcanic rocks;0.252261129407413;0;0.0376;-13.7416
05087500;Metamorphics;0.371331008537992;Intermediate plutonic rocks;0.255913434988446;0;0.0489;-13.7523
05120500;Unconsolidated sediments;0.998402639784881;Water bodies;0.00159736021511921;0;0.1598;-13.7671
05123400;Unconsolidated sediments;0.999838202473087;Mixed sedimentary rocks;0.000161797526913349;0;0.1617;-13.7206
05129115;Metamorphics;0.665096749845499;Acid plutonic rocks;0.130206867330549;0;0.0345;-14.0593
05131500;Metamorphics;0.411344669496105;Siliciclastic sedimentary rocks;0.269203869686815;0;0.0649;-14.2673
05291000;Unconsolidated sediments;1;NA;0;0;0.1537;-13.9127
05362000;Metamorphics;0.586033909882225;Basic volcanic rocks;0.280269298851978;0;0.0336;-13.6393
05393500;Metamorphics;0.9999599510003;Basic plutonic rocks;4.0048999699735e-05;0;0.01;-14.1
05399500;Acid plutonic rocks;0.429866036800679;Metamorphics;0.367219416810216;0;0.0365;-13.7795
05408000;Mixed sedimentary rocks;0.555203199646282;Carbonate sedimentary rocks;0.444796800353718;0.444796800353718;0.1766;-12.1886
05412500;Carbonate sedimentary rocks;0.701516318337579;Mixed sedimentary rocks;0.298483681662421;0.701516318337579;0.0779;-13.2029
05413500;Carbonate sedimentary rocks;0.641304725089662;Mixed sedimentary rocks;0.358695274910338;0.641304725089662;0.1353;-12.0511
05414000;Carbonate sedimentary rocks;0.691278595575542;Mixed sedimentary rocks;0.308721404424458;0.691278595575542;0.1248;-12.0161
05444000;Carbonate sedimentary rocks;0.85335419257346;Mixed sedimentary rocks;0.14664580742654;0.85335419257346;0.0798;-12.1966
05454000;Carbonate sedimentary rocks;1;NA;0;1;0.06;-11.8
05458000;Carbonate sedimentary rocks;0.985233705024963;Siliciclastic sedimentary rocks;0.0147662949750367;0.985233705024963;0.0609;-11.8694
05466500;Siliciclastic sedimentary rocks;0.640842667534692;Mixed sedimentary rocks;0.326072191460081;0.0330851410052271;0.1614;-15.5393
05487980;Siliciclastic sedimentary rocks;0.465504709804851;Mixed sedimentary rocks;0.405559762966487;0.128935527228662;0.1172;-15.8028
05488200;Siliciclastic sedimentary rocks;0.979147259966688;Mixed sedimentary rocks;0.0208527400333122;0;0.12;-16.5
05489000;Siliciclastic sedimentary rocks;0.971476002586052;Mixed sedimentary rocks;0.0241897972290126;0.00433420018493542;0.1198;-16.4793
05495000;Siliciclastic sedimentary rocks;0.80010241029549;Carbonate sedimentary rocks;0.198942186259665;0.198942186259665;0.1081;-15.5626
05495500;Carbonate sedimentary rocks;0.789407744611313;Mixed sedimentary rocks;0.171894982898906;0.789407744611313;0.0753;-12.7395
05501000;Carbonate sedimentary rocks;0.904773216142982;Siliciclastic sedimentary rocks;0.0952267838570177;0.904773216142982;0.0725;-12.1192
05503800;Siliciclastic sedimentary rocks;0.898008966921272;Carbonate sedimentary rocks;0.101991033078728;0.101991033078728;0.1767;-14.8532
05507600;Carbonate sedimentary rocks;0.829122636378632;Siliciclastic sedimentary rocks;0.170877363621368;0.829122636378632;0.0822;-12.381
05508805;Carbonate sedimentary rocks;0.66736607764904;Siliciclastic sedimentary rocks;0.33263392235096;0.66736607764904;0.1032;-12.931
05514500;Carbonate sedimentary rocks;0.749627204373287;Siliciclastic sedimentary rocks;0.250372795626713;0.749627204373287;0.0925;-12.6513
05525500;Carbonate sedimentary rocks;0.482991084749905;Siliciclastic sedimentary rocks;0.266622441269853;0.482991084749905;0.1047;-13.975
05556500;Carbonate sedimentary rocks;0.52954243924008;Mixed sedimentary rocks;0.283591024443003;0.52954243924008;0.1214;-13.2329
05584500;Carbonate sedimentary rocks;0.538811438135377;Siliciclastic sedimentary rocks;0.241071170017175;0.538811438135377;0.1045;-13.6542
05585000;Carbonate sedimentary rocks;0.444550622703023;Mixed sedimentary rocks;0.304943044428201;0.444550622703023;0.1109;-14.085
05591550;Siliciclastic sedimentary rocks;1;NA;0;0;0.19;-15.2
05592050;Siliciclastic sedimentary rocks;1;NA;0;0;0.19;-15.2
05592575;Siliciclastic sedimentary rocks;1;NA;0;0;0.19;-15.2
05593575;Carbonate sedimentary rocks;0.765769748641918;Siliciclastic sedimentary rocks;0.234230251358082;0.765769748641918;0.0904;-12.5964
05593900;Carbonate sedimentary rocks;0.997612073644707;Siliciclastic sedimentary rocks;0.00238792635529275;0.997612073644707;0.0603;-11.8081
05595730;Carbonate sedimentary rocks;0.749218139848958;Siliciclastic sedimentary rocks;0.250781860151042;0.749218139848958;0.0926;-12.6527
06037500;Acid volcanic rocks;0.846379263831752;Unconsolidated sediments;0.148046386579409;0.000232933577629246;0.154;-12.7442
06043500;Siliciclastic sedimentary rocks;0.296662378633003;Metamorphics;0.254057985485992;0.094635753332044;0.1012;-14.4232
06154410;Carbonate sedimentary rocks;0.428846907163574;Intermediate plutonic rocks;0.319297842822457;0.428846907163574;0.0611;-13.3545
06188000;Intermediate volcanic rocks;0.551447747638714;Unconsolidated sediments;0.191990404746454;0.0947513107460154;0.1079;-12.674
06191500;Intermediate volcanic rocks;0.384368284543264;Unconsolidated sediments;0.204852645731489;0.0329991950256008;0.1396;-12.9291
06221400;Metamorphics;0.379169732990129;Acid plutonic rocks;0.331293876672969;0.0941487402002535;NA;-14.1412
06224000;Metamorphics;0.529861227536962;Acid plutonic rocks;0.369166122526313;0.0361954980279481;NA;-14.1064
06278300;Acid plutonic rocks;0.946108017217568;Unconsolidated sediments;0.0405431344348935;0;0.0185;-14.0554
06280300;Siliciclastic sedimentary rocks;0.786648963462242;Unconsolidated sediments;0.09129291223659;0;0.1387;-13.6275
06289000;Carbonate sedimentary rocks;0.758824247736797;Unconsolidated sediments;0.113743703431666;0.758824247736797;0.0918;-12.1444
06291500;Carbonate sedimentary rocks;0.40680958123534;Siliciclastic sedimentary rocks;0.3139700511903;0.40680958123534;0.1249;-13.8996
06311000;Metamorphics;0.790209981180385;Siliciclastic sedimentary rocks;0.190001972961669;0.0197880458579458;0.0442;-14.2821
06332515;Unconsolidated sediments;0.991565074716835;Siliciclastic sedimentary rocks;0.00843492528316537;0;0.2179;-13.0452
06339100;Unconsolidated sediments;0.989231231686401;Siliciclastic sedimentary rocks;0.0107687683135985;0;0.2197;-13.0237
06339500;Unconsolidated sediments;0.969931535925501;Siliciclastic sedimentary rocks;0.029973732844609;0;0.2074;-13.2317
06344600;Unconsolidated sediments;0.983098076035488;Siliciclastic sedimentary rocks;0.0169019239645123;0;0.2195;-13.0372
06350000;Unconsolidated sediments;0.986190484834622;Siliciclastic sedimentary rocks;0.0137780579893581;0;0.2194;-13.0304
06352000;Unconsolidated sediments;0.998667780414871;Mixed sedimentary rocks;0.000827999900563756;0;0.2206;-12.9728
06353000;Unconsolidated sediments;0.946747545203828;Siliciclastic sedimentary rocks;0.0528261804926513;0;0.2167;-13.1298
06354000;Unconsolidated sediments;0.972454320906702;Siliciclastic sedimentary rocks;0.0272050875149156;0;0.2176;-13.0703
06360500;Siliciclastic sedimentary rocks;0.876742855750927;Unconsolidated sediments;0.123257144249073;0;0.1657;-15.4093
06404000;Metamorphics;0.656873992510644;Acid plutonic rocks;0.309576749787032;0;0.0133;-14.0612
06406000;Metamorphics;0.452560595900876;Siliciclastic sedimentary rocks;0.263270070309326;0.0604696221401325;0.0619;-14.3357
06408700;Carbonate sedimentary rocks;0.839549389754399;Metamorphics;0.102309854675168;0.839549389754399;0.0624;-12.233
06409000;Carbonate sedimentary rocks;0.764987788852965;Siliciclastic sedimentary rocks;0.160183658516796;0.764987788852965;0.0789;-12.5115
06431500;Carbonate sedimentary rocks;0.622672140343926;Siliciclastic sedimentary rocks;0.287305340119463;0.622672140343926;0.1;-12.9291
06440200;Siliciclastic sedimentary rocks;0.826251057226108;Unconsolidated sediments;0.173748942773892;0;0.1299;-15.9866
06441500;Siliciclastic sedimentary rocks;0.528819029224159;Unconsolidated sediments;0.471180970775841;0;0.1525;-15.0168
06447000;Siliciclastic sedimentary rocks;0.622884602003789;Unconsolidated sediments;0.35952007899945;0.0142970757995729;0.166;-14.9252
06447500;Siliciclastic sedimentary rocks;0.576928127359036;Unconsolidated sediments;0.423071872640964;0;0.1975;-14.3476
06450500;Siliciclastic sedimentary rocks;0.571683431937556;Unconsolidated sediments;0.428316568062444;0;0.1862;-14.5376
06452000;Siliciclastic sedimentary rocks;0.53489411297421;Unconsolidated sediments;0.452043970616004;0.00963280750384324;0.1592;-14.9098
06453600;Siliciclastic sedimentary rocks;0.856611246522083;Unconsolidated sediments;0.139850145013297;0.00353860846462015;0.1554;-15.5719
06464500;Siliciclastic sedimentary rocks;0.793660427179204;Unconsolidated sediments;0.206339572820796;0;0.1892;-14.8514
06468170;Unconsolidated sediments;0.997758900704525;Water bodies;0.00224109929547499;0;0.1609;-13.7404
06468250;Unconsolidated sediments;0.997372184792061;Water bodies;0.00262781520793915;0;0.1667;-13.6027
06470800;Unconsolidated sediments;0.999914640153554;Siliciclastic sedimentary rocks;8.53598464455635e-05;0;0.1641;-13.6636
06477500;Unconsolidated sediments;0.998987910995228;Siliciclastic sedimentary rocks;0.00101208900477196;0;0.1503;-13.9939
06479215;Unconsolidated sediments;1;NA;0;0;0.1826;-13.2286
06479438;Unconsolidated sediments;1;NA;0;0;0.1666;-13.6154
06601000;Mixed sedimentary rocks;0.580802768434864;Siliciclastic sedimentary rocks;0.419197231565136;0;0.1493;-15.955
06614800;Pyroclastics;0.41442176215181;Intermediate volcanic rocks;0.382188344554441;0;0.0799;-13.1665
06622700;Siliciclastic sedimentary rocks;0.449417763541973;Unconsolidated sediments;0.313920977665326;0.00600117141259076;0.1571;-14.2348
06623800;Metamorphics;0.508727749985555;Unconsolidated sediments;0.264267380890685;0;0.0689;-13.8248
06632400;Unconsolidated sediments;0.570014457168209;Metamorphics;0.307428496657854;0;0.1383;-13.54
06746095;Metamorphics;0.629691717846899;Intermediate volcanic rocks;0.273352085962271;0;0.0522;-13.556
06784000;Siliciclastic sedimentary rocks;1;NA;0;0;0.19;-15.2
06803510;Siliciclastic sedimentary rocks;1;NA;0;0;0.19;-15.2
06803530;Siliciclastic sedimentary rocks;1;NA;0;0;0.19;-15.2
06814000;Mixed sedimentary rocks;0.576491052875378;Unconsolidated sediments;0.235154511003563;0.044336658278203;0.1515;-15.2504
06847900;Unconsolidated sediments;0.885004735706505;Mixed sedimentary rocks;0.114995264293495;0;0.1723;-13.6252
06853800;Unconsolidated sediments;0.847415210681318;Mixed sedimentary rocks;0.144516132418591;0.00404777987255088;0.1658;-13.8726
06876700;Unconsolidated sediments;0.315040300353331;Carbonate sedimentary rocks;0.287128156506156;0.287128156506156;0.1256;-14.044
06878000;Siliciclastic sedimentary rocks;0.476195556412305;Mixed sedimentary rocks;0.4044918535334;0;0.1474;-15.7131
06879650;Carbonate sedimentary rocks;0.587737799498278;Mixed sedimentary rocks;0.412262200501722;0.587737799498278;0.0847;-13.7376
06885500;Unconsolidated sediments;0.893184205303306;Mixed sedimentary rocks;0.0556634606464892;0.0511523340502047;0.2062;-13.0409
06888500;Mixed sedimentary rocks;0.471248841915587;Carbonate sedimentary rocks;0.39967637546244;0.39967637546244;0.113;-14.0259
06889200;Unconsolidated sediments;0.518782144013368;Mixed sedimentary rocks;0.287030592340962;0.164813591664893;0.1715;-13.6113
06889500;Unconsolidated sediments;0.663276991331338;Mixed sedimentary rocks;0.191737497835091;0.0895963092517417;0.1933;-13.3897
06892000;Unconsolidated sediments;0.644589259296337;Carbonate sedimentary rocks;0.252337963623747;0.252337963623747;0.1814;-12.7532
06903400;Mixed sedimentary rocks;0.966432635899575;Siliciclastic sedimentary rocks;0.033567364100425;0;0.1207;-16.4877
06906800;Carbonate sedimentary rocks;0.597091089573001;Siliciclastic sedimentary rocks;0.402908910426999;0.597091089573001;0.1224;-12.6822
06910800;Mixed sedimentary rocks;0.497347355675493;Siliciclastic sedimentary rocks;0.260393634543184;0.172422728171331;0.1391;-14.96
06911900;Siliciclastic sedimentary rocks;0.486761989453289;Mixed sedimentary rocks;0.358689334783396;0.0640141091377813;0.1647;-15.0593
06917000;Carbonate sedimentary rocks;0.639892896974089;Mixed sedimentary rocks;0.171589942526184;0.639892896974089;0.0999;-13.0012
06918460;Carbonate sedimentary rocks;0.829175357083337;Siliciclastic sedimentary rocks;0.170824642916663;0.829175357083337;0.0809;-12.3177
06919500;Siliciclastic sedimentary rocks;0.560554501277656;Carbonate sedimentary rocks;0.439445498722343;0.439445498722343;0.096;-14.382
06921070;Carbonate sedimentary rocks;0.991134087970009;Siliciclastic sedimentary rocks;0.00886591202999075;0.991134087970009;0.0619;-11.8062
06921200;Carbonate sedimentary rocks;1;NA;0;1;0.06;-11.8
06934000;Carbonate sedimentary rocks;0.926072991120847;Siliciclastic sedimentary rocks;0.0609473099989462;0.926072991120847;0.0736;-11.9044
07014500;Carbonate sedimentary rocks;0.532724007641709;Siliciclastic sedimentary rocks;0.446994683529878;0.532724007641709;0.1551;-12.2049
07056000;Siliciclastic sedimentary rocks;0.656472311374056;Carbonate sedimentary rocks;0.282174134804815;0.282174134804815;0.158;-14.0789
07057500;Carbonate sedimentary rocks;0.998044239181792;Siliciclastic sedimentary rocks;0.00195576081820847;0.998044239181792;0.0604;-11.8017
07060710;Carbonate sedimentary rocks;0.857283608566464;Mixed sedimentary rocks;0.137040424154909;0.857283608566464;0.0892;-11.9212
07066000;Carbonate sedimentary rocks;0.636085186630631;Siliciclastic sedimentary rocks;0.363914813369369;0.636085186630631;0.1364;-12.055
07067000;Carbonate sedimentary rocks;0.52725531411042;Siliciclastic sedimentary rocks;0.462033271329778;0.52725531411042;0.1573;-12.131
07068000;Siliciclastic sedimentary rocks;0.515031666781697;Carbonate sedimentary rocks;0.476526145008869;0.476526145008869;0.1684;-12.1665
07071500;Siliciclastic sedimentary rocks;0.562480836325577;Carbonate sedimentary rocks;0.437519163674423;0.437519163674423;0.1781;-12.1937
07083000;Metamorphics;0.503876589054494;Unconsolidated sediments;0.260678091675831;0;0.0668;-13.7463
07142300;Unconsolidated sediments;1;NA;0;0;0.2413;-11.8217
07145700;Unconsolidated sediments;0.785666985951064;Mixed sedimentary rocks;0.214333014048936;0;0.1679;-13.9559
07148400;Siliciclastic sedimentary rocks;0.635407555896992;Unconsolidated sediments;0.352252050585736;0;0.205;-14.0603
07149000;Unconsolidated sediments;0.510868516220127;Siliciclastic sedimentary rocks;0.489131483779873;0;0.2115;-13.5872
07151500;Unconsolidated sediments;0.838132029254055;Mixed sedimentary rocks;0.0828472011753906;0;0.2333;-12.3308
07167500;Siliciclastic sedimentary rocks;0.569290596666273;Mixed sedimentary rocks;0.329712541396791;0.0656573681434691;0.1616;-15.2534
07180500;Mixed sedimentary rocks;0.938857852131091;Unconsolidated sediments;0.0611421478689094;0;0.1298;-16.1576
07184000;Mixed sedimentary rocks;0.571479006701658;Siliciclastic sedimentary rocks;0.321433976833463;0;0.1596;-15.4824
07195800;Carbonate sedimentary rocks;1;NA;0;1;0.06;-11.8
07196900;Siliciclastic sedimentary rocks;0.85539757297;Carbonate sedimentary rocks;0.14460242703;0.14460242703;0.1712;-14.7084
07197000;Carbonate sedimentary rocks;0.694359968051739;Siliciclastic sedimentary rocks;0.237036629481106;0.694359968051739;0.1026;-12.6616
07208500;Metamorphics;0.476946042126427;Basic volcanic rocks;0.395246095811802;0.0181393144368796;0.0624;-13.4318
07226500;Unconsolidated sediments;0.516803975629448;Siliciclastic sedimentary rocks;0.347497629157586;6.47735365530563e-05;0.2054;-13.2545
07261000;Siliciclastic sedimentary rocks;1;NA;0;0;0.19;-15.2
07263295;Siliciclastic sedimentary rocks;1;NA;0;0;0.19;-15.2
07290650;Unconsolidated sediments;1;NA;0;0;0.2756;-11.0545
07291000;Unconsolidated sediments;1;NA;0;0;0.2522;-11.8728
07292500;Unconsolidated sediments;1;NA;0;0;0.2429;-12.1976
07295000;Unconsolidated sediments;1;NA;0;0;0.2365;-12.4216
07299670;Siliciclastic sedimentary rocks;0.921041771402062;Unconsolidated sediments;0.0789582285979382;0;0.1303;-16.1798
07301410;Unconsolidated sediments;0.99540480124875;Mixed sedimentary rocks;0.00459519875125002;0;0.2198;-13.0112
07301500;Unconsolidated sediments;0.819016678290507;Siliciclastic sedimentary rocks;0.114868090958136;0;0.2127;-13.3382
07315200;Siliciclastic sedimentary rocks;0.973307668988547;Unconsolidated sediments;0.0266923310114534;0;0.1908;-15.1413
07315700;Siliciclastic sedimentary rocks;0.787573081813656;Unconsolidated sediments;0.212052895920422;0;0.2194;-13.9493
07335700;Siliciclastic sedimentary rocks;0.863935517660851;Unconsolidated sediments;0.136064482339149;0;0.1991;-14.7247
07340300;Siliciclastic sedimentary rocks;1;NA;0;0;0.1669;-15.6284
07346045;Siliciclastic sedimentary rocks;0.758757597817185;Unconsolidated sediments;0.241242402182815;0;0.1971;-14.6716
07359610;Siliciclastic sedimentary rocks;0.766005964022328;Mixed sedimentary rocks;0.233994035977672;0;0.1447;-16.042
07362100;Unconsolidated sediments;1;NA;0;0;0.22;-13
07362587;Siliciclastic sedimentary rocks;1;NA;0;0;0.19;-15.2
07373000;Unconsolidated sediments;0.999545109223863;Siliciclastic sedimentary rocks;0.000454890776136871;0;0.1582;-13.8823
07375000;Unconsolidated sediments;1;NA;0;0;0.165;-13.7861
07376000;Unconsolidated sediments;1;NA;0;0;0.1996;-12.9582
08013000;Unconsolidated sediments;0.851996578915203;Siliciclastic sedimentary rocks;0.148003421084798;0;0.1728;-13.9362
08014500;Unconsolidated sediments;0.87120703872165;Siliciclastic sedimentary rocks;0.12879296127835;0;0.1715;-13.9215
08023080;Unconsolidated sediments;1;NA;0;0;0.2167;-13.0466
08025500;Unconsolidated sediments;0.794952997794957;Siliciclastic sedimentary rocks;0.203210852609937;0;0.1929;-13.5444
08029500;Unconsolidated sediments;1;NA;0;0;0.1819;-13.5446
08050800;Siliciclastic sedimentary rocks;0.989332417836211;Unconsolidated sediments;0.0106675821637893;0;0.1903;-15.1765
08066200;Unconsolidated sediments;0.92224252781773;Siliciclastic sedimentary rocks;0.0777574721822696;0;0.2104;-13.2746
08066300;Unconsolidated sediments;1;NA;0;0;0.1861;-13.4839
08070000;Unconsolidated sediments;1;NA;0;0;0.1825;-13.5354
08070200;Unconsolidated sediments;1;NA;0;0;0.188;-13.4571
08079600;Unconsolidated sediments;0.862654503989846;Mixed sedimentary rocks;0.131013798734627;0.00329213198315665;0.2054;-13.4623
08082700;Siliciclastic sedimentary rocks;0.682641528521047;Unconsolidated sediments;0.317358471478953;0;0.208;-14.2036
08086212;Siliciclastic sedimentary rocks;0.515138271081337;Mixed sedimentary rocks;0.348853576751712;0.00492913906644597;0.1434;-15.8201
08086290;Siliciclastic sedimentary rocks;0.88856212399244;Unconsolidated sediments;0.103508794941006;0.00447971186625109;0.19;-14.9995
08101000;Mixed sedimentary rocks;0.95254451736969;Unconsolidated sediments;0.0449993982673878;0.00245608436292188;0.1678;-15.173
08103900;Mixed sedimentary rocks;1;NA;0;0;0.2289;-13.5955
08104900;Mixed sedimentary rocks;0.626444369532105;Carbonate sedimentary rocks;0.340699752924152;0.340699752924152;0.1216;-14.2839
08109700;Siliciclastic sedimentary rocks;0.544236219163692;Unconsolidated sediments;0.455504441494395;0;0.207;-14.084
08150800;Carbonate sedimentary rocks;0.812705264135297;Unconsolidated sediments;0.0795433358506353;0.812705264135297;0.0837;-12.0426
08155200;Carbonate sedimentary rocks;1;NA;0;1;0.06;-11.8
08158700;Carbonate sedimentary rocks;0.970592134154386;Unconsolidated sediments;0.0294078658456137;0.970592134154386;0.0647;-11.8353
08158810;Carbonate sedimentary rocks;1;NA;0;1;0.06;-11.8
08164000;Unconsolidated sediments;0.865545353410271;Siliciclastic sedimentary rocks;0.134454646589729;0;0.2061;-13.4365
08164300;Unconsolidated sediments;0.819987830117553;Siliciclastic sedimentary rocks;0.180012169882447;0;0.2141;-13.403
08164600;Unconsolidated sediments;1;NA;0;0;0.2157;-13.0614
08165300;Carbonate sedimentary rocks;1;NA;0;1;0.06;-11.8
08171300;Carbonate sedimentary rocks;0.836617953957555;Unconsolidated sediments;0.142618823588868;0.836617953957555;0.0841;-12.0681
08175000;Unconsolidated sediments;0.595371975222437;Siliciclastic sedimentary rocks;0.404628024777563;0;0.209;-13.7901
08176900;Unconsolidated sediments;0.89177615554042;Siliciclastic sedimentary rocks;0.10822384445958;0;0.2165;-13.2419
08178880;Carbonate sedimentary rocks;0.9847556936617;Unconsolidated sediments;0.0152443063383001;0.9847556936617;0.0624;-11.8183
08189500;Unconsolidated sediments;0.985153092547404;Siliciclastic sedimentary rocks;0.0147662828003682;0;0.2195;-13.0338
08190000;Carbonate sedimentary rocks;0.924281045407362;Unconsolidated sediments;0.0757189545926378;0.924281045407362;0.0721;-11.8909
08190500;Carbonate sedimentary rocks;0.977785638581083;Unconsolidated sediments;0.0213402070768806;0.977785638581083;0.0635;-11.8297
08194200;Unconsolidated sediments;0.986886616497362;Siliciclastic sedimentary rocks;0.0105866891086962;0;0.2195;-13.0266
08195000;Carbonate sedimentary rocks;0.925547329334804;Unconsolidated sediments;0.0744526706651965;0.925547329334804;0.0719;-11.8893
08196000;Carbonate sedimentary rocks;0.978856150741443;Unconsolidated sediments;0.0211438492585567;0.978856150741443;0.0634;-11.8254
08198500;Carbonate sedimentary rocks;0.721963335508605;Unconsolidated sediments;0.274831199180652;0.721963335508605;0.1102;-11.9231
08200000;Carbonate sedimentary rocks;0.933477049114124;Unconsolidated sediments;0.0665229508858755;0.933477049114124;0.0706;-11.8798
08202700;Carbonate sedimentary rocks;0.799089852366373;Unconsolidated sediments;0.182647252102685;0.799089852366373;0.0973;-11.8593
08267500;Intermediate plutonic rocks;0.450870606272811;Basic volcanic rocks;0.395061640925655;0;0.0676;-13.3318
08269000;Mixed sedimentary rocks;0.821486045313246;Intermediate plutonic rocks;0.116105234407784;0;0.1655;-14.9532
08271000;Intermediate plutonic rocks;0.69729156538123;Basic volcanic rocks;0.104056891494119;0;0.0425;-13.8495
08324000;Acid volcanic rocks;0.392756875928801;Carbonate sedimentary rocks;0.123077032280925;0.123077032280925;0.1076;-12.8974
08377900;Mixed sedimentary rocks;0.402551345099773;Intermediate plutonic rocks;0.223185057017132;0.201264136342777;0.0976;-14.0443
08378500;Mixed sedimentary rocks;0.562972350108069;Carbonate sedimentary rocks;0.17613643919608;0.17613643919608;0.1226;-14.2476
08380500;Carbonate sedimentary rocks;0.409077024627139;Intermediate plutonic rocks;0.266122762810631;0.409077024627139;0.07;-13.0611
09034900;Acid plutonic rocks;1;NA;0;0;0.01;-14.1
09035800;Metamorphics;0.721353320272577;Acid plutonic rocks;0.150496421341739;0;0.0369;-13.959
09035900;Metamorphics;0.808648145952364;Acid plutonic rocks;0.173549963593142;0;0.0211;-14.0417
09047700;Metamorphics;0.994983378610726;Unconsolidated sediments;0.0050166213892739;0;0.0111;-14.0945
09065500;Acid plutonic rocks;0.975723134412589;Siliciclastic sedimentary rocks;0.023871044010617;0;0.0163;-14.0614
09066000;Siliciclastic sedimentary rocks;0.674766017949802;Acid plutonic rocks;0.147768029216389;0;0.1965;-12.9834
09066200;Acid plutonic rocks;0.592263526954021;Siliciclastic sedimentary rocks;0.295952871913625;0.0317182030297311;0.0948;-13.4797
09066300;Siliciclastic sedimentary rocks;0.679595912313242;Acid plutonic rocks;0.265672490761214;0;0.1949;-13.0611
09081600;Siliciclastic sedimentary rocks;0.761483061078774;Intermediate volcanic rocks;0.1417766744181;0.0185676703859297;0.1693;-14.5073
09107000;Acid plutonic rocks;0.441886750839896;Unconsolidated sediments;0.359982506825244;0.0383622352430751;0.066;-13.6265
09210500;Siliciclastic sedimentary rocks;0.543918098817221;Unconsolidated sediments;0.210531675048142;0.0460477871696853;0.1751;-14.7974
09223000;Siliciclastic sedimentary rocks;0.579143382639512;Mixed sedimentary rocks;0.347384313620287;0.0188539336563506;0.1879;-14.9409
09306242;Siliciclastic sedimentary rocks;0.999028023340524;Unconsolidated sediments;0.000971976659476112;0;0.1579;-15.7937
09312600;Mixed sedimentary rocks;0.891046600752129;Siliciclastic sedimentary rocks;0.0664791092541508;0;0.1289;-16.2648
09352900;Metamorphics;0.570075354932863;Acid plutonic rocks;0.339744457260488;0.0384493888402848;0.0242;-13.9404
09378170;Siliciclastic sedimentary rocks;0.429207040393901;Intermediate plutonic rocks;0.289288388359826;0;0.1464;-14.2625
09378630;Siliciclastic sedimentary rocks;0.810585092674077;Intermediate plutonic rocks;0.186890731195185;0;0.1564;-14.9889
09386900;Siliciclastic sedimentary rocks;0.534335710591192;Mixed sedimentary rocks;0.205776200671653;0.164153092693113;0.1755;-13.7243
09404450;Carbonate sedimentary rocks;0.522447659645459;Siliciclastic sedimentary rocks;0.456504085867337;0.522447659645459;0.1053;-13.6472
09430500;Basic volcanic rocks;0.396461640599842;Siliciclastic sedimentary rocks;0.226634455876019;0;0.137;-12.6397
